Mobile Page,Mobile Name,Price,Company Name,Mobile Image,Mobile Rate
https://jumia.com.eg/apple-iphone-11-128gb4gb-ram-4g-lte-mobile-phone-white-44998724.html,Apple IPhone 11 - 128GB/4GB RAM  - 4G LTE Mobile Phone – White,25999.0,Apple,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/789944/1.jpg?0536,0
https://jumia.com.eg/oppo-reno10-8gb-ram-256gb-silver-gray-48489721.html,OPPO Reno10 - 8GB RAM - 256GB - Silver Gray,25999.0,OPPO,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/798484/1.jpg?8363,5.0
https://jumia.com.eg/oppo-reno10-8gb-ram-256gb-ice-blue-51151700.html,OPPO Reno10 - 8GB RAM - 256GB - Ice Blue,25999.0,OPPO,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/715115/1.jpg?1523,0
https://jumia.com.eg/iphone-11-with-facetime-128gb-black-apple-mpg906921.html,Apple IPhone 11 With FaceTime - 128GB - Black,25555.0,Apple,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/300312/1.jpg?1766,4.2
https://jumia.com.eg/realme-12-pro-dual-sim-5g-12gb-ram-512gb-submarine-blue-61735838.html,"realme 12 Pro+ Dual SIM 5G, 12GB RAM, 512GB - Submarine Blue",25299.0,realme,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/853716/1.jpg?0949,0
https://jumia.com.eg/one-plus-oneplus-11r-5g-16gb-ram-256gb-storage-sonic-black-52548823.html,One Plus OnePlus 11R 5G 16GB Ram 256GB (Storage) Sonic Black,25239.0,One Plus,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/884525/1.jpg?2537,0
https://jumia.com.eg/samsung-galaxy-a54-5g-8gb-ram-128gb-lime-45614250.html,Samsung Galaxy A54 5G 8GB RAM 128GB - Lime,24499.0,Samsung,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/241654/1.jpg?4195,0
https://jumia.com.eg/honor-90-6.7-inch-512gb12gb-dual-sim-5g-mobile-phone-midnight-black-53336311.html,Honor 90 - 6.7-inch 512GB/12GB Dual SIM 5G Mobile Phone - Midnight Black,23899.99,Honor,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/363335/1.jpg?2794,0
https://jumia.com.eg/honor-90-6.7-inch-512gb12gb-dual-sim-5g-mobile-phone-diamond-silver-53336315.html,Honor 90 - 6.7-inch 512GB/12GB Dual SIM 5G Mobile Phone - Diamond Silver,23899.99,Honor,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/363335/1.jpg?2791,4.5
https://jumia.com.eg/honor-90-6.7-inch-512gb12gb-dual-sim-5g-mobile-phone-emerald-green-53336313.html,Honor 90 - 6.7-inch 512GB/12GB Dual SIM 5G Mobile Phone - Emerald Green,23899.99,Honor,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/363335/1.jpg?2793,0
